date;reality;projection;
01/04/2021;;436;1
02/04/2021;;440;2
03/04/2021;;443;3
04/04/2021;;445;4
05/04/2021;;446;5
06/04/2021;;444;6
07/04/2021;;442;7
08/04/2021;;439;8
09/04/2021;;434;9
10/04/2021;;432;10
11/04/2021;;427;11
12/04/2021;;423;12
13/04/2021;;419;13
14/04/2021;;416;14
15/04/2021;;413;15
16/04/2021;;409;16
17/04/2021;;407;17
18/04/2021;;403;18
19/04/2021;;398;19
20/04/2021;;392;20
21/04/2021;;386;21
22/04/2021;;380;22
23/04/2021;;371;23
24/04/2021;;361;24
25/04/2021;;352;25
26/04/2021;;340;26
27/04/2021;;328;27
28/04/2021;;317;28
29/04/2021;;305;29
30/04/2021;;292;30
01/05/2021;;279;31
02/05/2021;;267;32
03/05/2021;;255;33
04/05/2021;;243;34
05/05/2021;;232;35
06/05/2021;;220;36
07/05/2021;;208;37
08/05/2021;;197;38
09/05/2021;;189;39
10/05/2021;;179;40
11/05/2021;;170;41
12/05/2021;;163;42
13/05/2021;;158;43
14/05/2021;;151;44
15/05/2021;;147;45
16/05/2021;;142;46
17/05/2021;;138;47
18/05/2021;;135;48
19/05/2021;;130;49
20/05/2021;;127;50
21/05/2021;;122;51
22/05/2021;;119;52
23/05/2021;;116;53
24/05/2021;;112;54
25/05/2021;;107;55
26/05/2021;;104;56
27/05/2021;;99;57
28/05/2021;;95;58
29/05/2021;;92;59
30/05/2021;;87;60
31/05/2021;;83;61
01/06/2021;;79;62
02/06/2021;;76;63
03/06/2021;;73;64
04/06/2021;;68;65
05/06/2021;;64;66
06/06/2021;;62;67
07/06/2021;;60;68
08/06/2021;;56;69
09/06/2021;;53;70
10/06/2021;;50;71
11/06/2021;;47;72
12/06/2021;;43;73
13/06/2021;;40;74
14/06/2021;;38;75
15/06/2021;;36;76
16/06/2021;;33;77
17/06/2021;;31;78
18/06/2021;;28;79
19/06/2021;;26;80
20/06/2021;;24;81
21/06/2021;;23;82
22/06/2021;;22;83
23/06/2021;;20;84
24/06/2021;;18;85
25/06/2021;;18;86
26/06/2021;;17;87
27/06/2021;;16;88
28/06/2021;;16;89
29/06/2021;;16;90
30/06/2021;;16;91
01/07/2021;15;15;92
02/07/2021;16;16;93
03/07/2021;17;16;94
04/07/2021;16;16;95
05/07/2021;17;17;96
06/07/2021;18;18;97
07/07/2021;19;19;98
08/07/2021;19;19;99
09/07/2021;21;20;100
10/07/2021;21;21;101
11/07/2021;23;23;102
12/07/2021;24;25;103
13/07/2021;25;26;104
14/07/2021;28;28;105
15/07/2021;30;30;106
16/07/2021;32;32;107
17/07/2021;34;35;108
18/07/2021;37;38;109
19/07/2021;42;42;110
20/07/2021;44;46;111
21/07/2021;50;51;112
22/07/2021;53;55;113
23/07/2021;60;61;114
24/07/2021;65;67;115
25/07/2021;71;73;116
26/07/2021;78;79;117
27/07/2021;85;86;118
28/07/2021;93;95;119
29/07/2021;101;102;120
30/07/2021;109;110;121
31/07/2021;116;117;122
01/08/2021;118;125;123
02/08/2021;125;131;124
03/08/2021;132;137;125
04/08/2021;137;141;126
05/08/2021;142;147;127
06/08/2021;146;151;128
07/08/2021;148;152;129
08/08/2021;149;153;130
09/08/2021;152;155;131
10/08/2021;152;155;132
11/08/2021;152;155;133
12/08/2021;152;155;134
13/08/2021;152;154;135
14/08/2021;152;154;136
15/08/2021;152;154;137
16/08/2021;151;153;138
17/08/2021;150;153;139
18/08/2021;150;152;140
19/08/2021;149;152;141
20/08/2021;148;152;142
21/08/2021;147;151;143
22/08/2021;145;150;144
23/08/2021;143;150;145
24/08/2021;142;148;146
25/08/2021;139;147;147
26/08/2021;135;;148
27/08/2021;133;;149
28/08/2021;130;140;150
29/08/2021;126;137;
30/08/2021;123;134;
31/08/2021;120;130;
01/09/2021;118;127;
02/09/2021;115;124;
03/09/2021;112;120;
04/09/2021;107;117;
05/09/2021;103;114;
06/09/2021;100;110;
07/09/2021;97;109;
08/09/2021;93;105;
09/09/2021;89;102;
10/09/2021;86;99;
11/09/2021;82;;
12/09/2021;79;;
13/09/2021;74;;
14/09/2021;71;;
15/09/2021;69;;
16/09/2021;66;;
17/09/2021;63;;
18/09/2021;60;;
19/09/2021;58;;
20/09/2021;56;;
21/09/2021;54;;
22/09/2021;52;;
23/09/2021;51;;
24/09/2021;47;;
25/09/2021;46;;
26/09/2021;45;;
27/09/2021;43;;
28/09/2021;42;;
29/09/2021;41;;
30/09/2021;40;;
01/10/2021;39;;
02/10/2021;39;;
03/10/2021;38;;
04/10/2021;38;;
05/10/2021;37;;
;37;;
;37;;
;37;;
;37;;
;37;;
;37;;
;38;;
;38;;
;39;;
;40;;
;41;;
;42;;
;44;;
;45;;
;47;;
;49;;
;50;;
;51;;
;53;;
;55;;
;57;;
;57;;
;59;;
;60;;
;60;;
;62;;
;64;;
;64;;
;66;;
;67;;
;70;;
;72;;
;74;;
;76;;
;78;;
;80;;
;83;;
;85;;
;87;;
;89;;
;92;;
;95;;
;98;;
;100;;
;103;;
;107;;
;112;;
;119;;
;125;;
;132;;
;140;;
;148;;
;157;;
;167;;
;176;;
;186;;
;194;;
;203;;
;211;;
;218;;
;223;;
;228;;
;235;;
;238;;
;243;;
;246;;
;249;;
;250;;
;252;;
;254;;
;255;;
;257;;
