date;reality;projection;
01/01/2021;;;
02/01/2021;168;167;2
03/01/2021;168;169;3
04/01/2021;170;170;4
05/01/2021;172;172;5
06/01/2021;174;173;6
07/01/2021;175;176;7
08/01/2021;178;179;8
09/01/2021;181;182;9
10/01/2021;184;184;10
11/01/2021;189;189;11
12/01/2021;192;192;12
13/01/2021;198;196;13
14/01/2021;201;201;14
15/01/2021;206;207;15
16/01/2021;212;212;16
17/01/2021;217;216;17
18/01/2021;221;222;18
19/01/2021;227;226;19
20/01/2021;231;231;20
21/01/2021;234;235;21
22/01/2021;237;238;22
23/01/2021;239;239;23
24/01/2021;240;241;24
25/01/2021;242;242;25
26/01/2021;242;242;26
27/01/2021;241;242;27
28/01/2021;239;241;28
29/01/2021;239;240;29
30/01/2021;239;239;30
31/01/2021;239;239;31
01/02/2021;238;238;32
02/02/2021;237;238;33
03/02/2021;237;238;34
04/02/2021;237;238;35
05/02/2021;237;238;36
06/02/2021;237;238;37
07/02/2021;237;239;38
08/02/2021;237;239;39
09/02/2021;238;238;40
10/02/2021;236;238;41
11/02/2021;236;237;42
12/02/2021;236;236;43
13/02/2021;233;236;44
14/02/2021;233;235;45
15/02/2021;233;233;46
16/02/2021;233;233;47
17/02/2021;233;233;48
18/02/2021;234;234;49
19/02/2021;235;236;50
20/02/2021;238;239;51
21/02/2021;241;242;52
22/02/2021;244;245;53
23/02/2021;248;249;54
24/02/2021;252;252;55
25/02/2021;258;258;56
26/02/2021;261;261;57
27/02/2021;264;265;58
28/02/2021;269;268;59
01/03/2021;272;272;60
02/03/2021;274;274;61
03/03/2021;278;278;62
04/03/2021;280;280;63
05/03/2021;281;282;64
06/03/2021;284;284;65
07/03/2021;284;286;66
08/03/2021;287;288;67
09/03/2021;289;290;68
10/03/2021;293;292;69
11/03/2021;299;298;70
12/03/2021;301;301;71
13/03/2021;306;307;72
14/03/2021;311;312;73
15/03/2021;317;319;74
16/03/2021;324;325;75
17/03/2021;332;332;76
18/03/2021;338;339;77
19/03/2021;343;345;78
20/03/2021;350;352;79
21/03/2021;357;358;80
22/03/2021;363;363;81
23/03/2021;368;369;82
24/03/2021;375;376;83
25/03/2021;382;383;84
26/03/2021;388;390;85
27/03/2021;394;397;86
28/03/2021;403;403;87
29/03/2021;410;411;88
30/03/2021;416;418;89
31/03/2021;422;424;90
01/04/2021;428;430;91
02/04/2021;435;437;92
03/04/2021;439;441;93
04/04/2021;443;443;94
05/04/2021;444;445;95
06/04/2021;444;445;96
07/04/2021;442;443;97
08/04/2021;439;441;98
09/04/2021;436;438;99
10/04/2021;433;434;100
11/04/2021;428;429;101
12/04/2021;424;425;102
13/04/2021;420;420;103
14/04/2021;416;417;104
15/04/2021;413;413;105
16/04/2021;409;411;106
17/04/2021;407;409;107
18/04/2021;403;405;108
19/04/2021;399;402;109
20/04/2021;396;397;110
21/04/2021;390;391;111
22/04/2021;383;385;112
23/04/2021;376;377;113
24/04/2021;368;367;114
25/04/2021;358;357;115
26/04/2021;349;347;116
27/04/2021;337;335;117
28/04/2021;325;324;118
29/04/2021;315;310;119
30/04/2021;303;300;120
01/05/2021;287;287;121
02/05/2021;277;274;122
03/05/2021;264;260;123
04/05/2021;252;249;124
05/05/2021;241;237;125
06/05/2021;228;225;126
07/05/2021;218;214;127
08/05/2021;204;203;128
09/05/2021;194;193;129
10/05/2021;187;184;130
11/05/2021;176;176;131
12/05/2021;170;168;132
13/05/2021;162;162;133
14/05/2021;155;157;134
15/05/2021;150;151;135
16/05/2021;145;147;136
17/05/2021;140;142;137
18/05/2021;136;138;138
19/05/2021;133;134;139
20/05/2021;130;131;140
21/05/2021;125;128;141
22/05/2021;121;124;142
23/05/2021;118;121;143
24/05/2021;115;115;144
25/05/2021;111;112;145
26/05/2021;105;109;146
27/05/2021;103;106;147
28/05/2021;99;100;148
29/05/2021;94;97;149
30/05/2021;90;93;150
31/05/2021;87;88;151
01/06/2021;83;84;152
02/06/2021;78;80;153
03/06/2021;75;78;154
04/06/2021;72;73;155
05/06/2021;68;69;156
06/06/2021;62;65;157
07/06/2021;60;62;158
08/06/2021;57;60;159
09/06/2021;53;58;160
10/06/2021;50;54;161
11/06/2021;49;;
12/06/2021;46;;
13/06/2021;42;45;
14/06/2021;40;43;
15/06/2021;38;40;
16/06/2021;35;37;
17/06/2021;33;36;
18/06/2021;31;33;
19/06/2021;28;31;
20/06/2021;26;29;
21/06/2021;24;27;
22/06/2021;23;25;
23/06/2021;20;24;
24/06/2021;20;22;
;;20;
;;18;
