date;reality;projection;
01/08/2021;;118;1
02/08/2021;;125;2
03/08/2021;;132;3
04/08/2021;;137;4
05/08/2021;;142;5
06/08/2021;;146;6
07/08/2021;;148;7
08/08/2021;;149;8
09/08/2021;;152;9
10/08/2021;;152;10
11/08/2021;;152;11
12/08/2021;;152;12
13/08/2021;;152;13
14/08/2021;;152;14
15/08/2021;;152;15
16/08/2021;;151;16
17/08/2021;;150;17
18/08/2021;;150;18
19/08/2021;;149;19
20/08/2021;;148;20
21/08/2021;;147;21
22/08/2021;;145;22
23/08/2021;;143;23
24/08/2021;;142;24
25/08/2021;;139;25
26/08/2021;;135;26
27/08/2021;;133;27
28/08/2021;;130;28
29/08/2021;;126;29
30/08/2021;;123;30
31/08/2021;;120;31
01/09/2021;;117;32
02/09/2021;;115;33
03/09/2021;;111;34
04/09/2021;;107;35
05/09/2021;;103;36
06/09/2021;;99;37
07/09/2021;;97;38
08/09/2021;;92;39
09/09/2021;;89;40
10/09/2021;;86;41
11/09/2021;;82;42
12/09/2021;;78;43
13/09/2021;;74;44
14/09/2021;;71;45
15/09/2021;;68;46
16/09/2021;;66;47
17/09/2021;;63;48
18/09/2021;;60;49
19/09/2021;;58;50
20/09/2021;;56;51
21/09/2021;;54;52
22/09/2021;;51;53
23/09/2021;;50;54
24/09/2021;;47;55
25/09/2021;;46;56
26/09/2021;;45;57
27/09/2021;;43;58
28/09/2021;;42;59
29/09/2021;;41;60
30/09/2021;;40;61
01/10/2021;;39;62
02/10/2021;;38;63
03/10/2021;;38;64
04/10/2021;;37;65
05/10/2021;;37;66
06/10/2021;;37;67
07/10/2021;;37;68
08/10/2021;;37;69
09/10/2021;;37;70
10/10/2021;;37;71
11/10/2021;;37;72
12/10/2021;;38;73
13/10/2021;;38;74
14/10/2021;;39;75
15/10/2021;;39;76
16/10/2021;;41;77
17/10/2021;;42;78
18/10/2021;;44;79
19/10/2021;;45;80
20/10/2021;;48;81
21/10/2021;;49;82
22/10/2021;;50;83
23/10/2021;;52;84
24/10/2021;;53;85
25/10/2021;;55;86
26/10/2021;;57;87
27/10/2021;;58;88
28/10/2021;;59;89
29/10/2021;;60;90
30/10/2021;;61;91
31/10/2021;;62;92
01/11/2021;65;63;93
02/11/2021;65;65;94
03/11/2021;67;66;95
04/11/2021;69;68;96
05/11/2021;70;71;97
06/11/2021;73;72;98
07/11/2021;75;74;99
08/11/2021;77;77;100
09/11/2021;80;78;101
10/11/2021;81;81;102
11/11/2021;84;83;103
12/11/2021;85;86;104
13/11/2021;88;87;105
14/11/2021;89;90;106
15/11/2021;91;93;107
16/11/2021;95;95;108
17/11/2021;98;98;109
18/11/2021;100;101;110
19/11/2021;105;104;111
20/11/2021;109;109;112
21/11/2021;115;114;113
22/11/2021;121;120;114
23/11/2021;128;127;115
24/11/2021;135;133;116
25/11/2021;144;142;117
26/11/2021;152;150;118
27/11/2021;163;160;119
28/11/2021;171;169;120
29/11/2021;181;179;121
30/11/2021;189;188;122
01/12/2021;197;196;123
02/12/2021;206;205;124
03/12/2021;214;212;125
04/12/2021;220;219;126
05/12/2021;226;225;127
06/12/2021;232;230;128
07/12/2021;236;235;129
08/12/2021;240;240;130
09/12/2021;242;244;131
10/12/2021;242;247;132
11/12/2021;245;249;133
12/12/2021;245;250;134
13/12/2021;245;253;135
14/12/2021;246;254;136
15/12/2021;247;256;137
16/12/2021;247;257;138
17/12/2021;248;;139
18/12/2021;249;;140
19/12/2021;252;261;141
20/12/2021;253;263;142
21/12/2021;255;263;143
22/12/2021;257;263;144
23/12/2021;259;263;145
24/12/2021;262;263;146
25/12/2021;265;263;147
26/12/2021;270;263;148
27/12/2021;274;263;149
28/12/2021;278;263;150
29/12/2021;283;263;151
30/12/2021;289;263;152
31/12/2021;293;263;153
01/01/2022;300;263;154
02/01/2022;;;155
03/01/2022;;;156
04/01/2022;;;157
05/01/2022;;;158
06/01/2022;;;159
07/01/2022;;;160
08/01/2022;;;161
09/01/2022;;;162
10/01/2022;;;163
11/01/2022;;;164
12/01/2022;;;165
13/01/2022;;;166
14/01/2022;;;167
15/01/2022;;;168
16/01/2022;;;169
17/01/2022;;;170
18/01/2022;;;171
19/01/2022;;;172
20/01/2022;;;173
21/01/2022;;;174
22/01/2022;;;175
23/01/2022;;;176
24/01/2022;;;177
25/01/2022;;;178
26/01/2022;;;179
27/01/2022;;;180
28/01/2022;;;181
29/01/2022;;;182
30/01/2022;;;183
31/01/2022;;;184
01/02/2022;;;185
02/02/2022;;;186
03/02/2022;;;187
04/02/2022;;;
05/02/2022;;;
06/02/2022;;;
07/02/2022;;;
08/02/2022;;;
09/02/2022;;;
10/02/2022;;;
11/02/2022;;;
12/02/2022;;;
13/02/2022;;;
14/02/2022;;;
15/02/2022;;;
16/02/2022;;;
17/02/2022;;;
18/02/2022;;;
19/02/2022;;;
20/02/2022;;;
21/02/2022;;;
22/02/2022;;;
23/02/2022;;;
24/02/2022;;;
25/02/2022;;;
26/02/2022;;;
27/02/2022;;;
28/02/2022;;;
01/03/2022;;;
02/03/2022;;;
03/03/2022;;;
04/03/2022;;;
05/03/2022;;;
06/03/2022;;;
07/03/2022;;;
08/03/2022;;;
09/03/2022;;;
10/03/2022;;;
11/03/2022;;;
12/03/2022;;;
13/03/2022;;;
14/03/2022;;;
