1; 3635
2; 3693
3; 3701
4; 3759
5; 3790
6; 3841
7; 3906
8; 3911
9; 3970
10; 4002
11; 4049
12; 4092
13; 4123
14; 4186
15; 4234
16; 4251
17; 4321
18; 4383
19; 4446
20; 4509
21; 4572
22; 4636
23; 4699
24; 4762
25; 4825
26; 4888
27; 4954
28; 5063
